Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
50750,3 BHK Ready to Occupy Flat for sale in Bestech Park View Residency Sector 3,"Creatively planned and constructed is a 3 BHK flat for sale in Sector 3, Gurgaon. The property is ideally located in a strategic location in Bestech Park View Residency township. This flat for resale is the perfect property for you! You can buy this ready to move flat in Sector 3 at a reasonable price of INR 1.50 Cr. The flat is semi-furnished and makes for an ideal choice for any family. narayana school are a few nearby landmarks.",1.50 Cr ,7812.0,gurgaon,,Ready to Move,11 out of 14,Resale,Semi-Furnished,North - East,,Bestech Park View Residency,3,3,1 Covered,Freehold,1920 sqft,,
73038,"2 BHK Ready to Occupy Flat for sale Hyder Nagar, NH 9","Have a look at this immaculate 2 BHK flat for sale in Hyder Nagar, Hyderabad. This flat is available as a resale property. In Hyder Nagar, this ready to move flat is available at an attractive price of INR 70 Lac. The flat is semi-furnished and is suitable for any family size.",70 Lac ,6087.0,hyderabad,,Ready to Move,5 out of 6,Resale,Semi-Furnished,,,,2,,,,1150 sqft,,
141538,2 BHK Ready to Occupy Flat for sale Pahar Ganj,"This gorgeous 2 BHK Flat is available for sale in Pahar Ganj, New Delhi. This flat for resale has a desirable location. This ready to move property in Pahar Ganj is readily available within an affordable cost of INR 51 Lac. The flat is sold in unfurnished condition.",51 Lac ,6667.0,new-delhi,675 sqft,Ready to Move,Ground out of 4,Resale,Unfurnished,East,,,2,,10 Open,Freehold,,,
22405,2 BHK Ready to Occupy Flat for sale in Divyasree Elan Sarjapur Road,"Sarjapur Road, Bangalore has an attractive 2 BHK Flat for sale. The property is ideally located in a strategic location in Divyasree Elan township. This flat for resale is just the type of property you have been searching for! This ready to move flat in Sarjapur Road can be taken at a very economical pricing of INR 96 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",96 Lac ,7207.0,bangalore,,Ready to Move,5 out of 10,Resale,Semi-Furnished,,,,2,,,,1332 sqft,,
111538,"2 BHK Ready to Occupy Flat for sale Garia Main Road, Kolkata",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,45 Lac ,,kolkata,860 sqft,Ready to Move,2 out of 6,Other,Furnished,,,,2,,,,,,
7920,3 BHK Ready to Occupy Flat for sale Jagatpur,"Have a look at this immaculate 3 BHK flat for sale in Jagatpur, Ahmedabad. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! The ready to move flat in the prime area of Jagatpur is available at a reasonable price of INR 75 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",75 Lac ,4230.0,ahmedabad,,Ready to Move,3 out of 9,Resale,Unfurnished,,,,3,,,,1773 sqft,,
123588,3 BHK Ready to Occupy Flat for sale in Madhur Jeevan Apartment Dwarka Sector 10,"Have a look at this immaculate 3 BHK flat for sale in Dwarka Sector 10, New Delhi. Well-tucked in the Madhur Jeevan Apartment township, the property is easily accessible. This flat is available as a resale property. You can buy this ready to move flat in Dwarka Sector 10 at a reasonable price of INR 2.10 Cr. This contemporary apartment is semi-furnished. The property is constructed with proximity to major landmarks like near by market and metro station.",2.10 Cr ,11667.0,new-delhi,1400 sqft,Ready to Move,4 out of 8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Madhur Jeevan Apartment,2,4,"1 Covered,",Freehold,,,
88331,2 BHK Ready to Occupy Flat for sale Jagatpura,"Up for immediate sale is a 2 BHK apartment in Jagatpura, Jaipur. Don't miss this bargain flat for sale. This is a desirable apartment for sale. This apartment in one of the significant areas of Jagatpura is ready to move, and can be purchased at the best price of INR 31 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. The property is constructed with proximity to major landmarks like akshay patra temple.",31 Lac ,3100.0,jaipur,,Ready to Move,4 out of 6,New Property,Unfurnished,East,"Garden/Park, Main Road",,2,2,,Freehold,1000 sqft,,
135542,1 BHK Ready to Occupy Flat for sale New Ashok Nagar,"This magnificent 1 BHK Flat is available for sale in New Ashok Nagar, New Delhi. This is a desirable apartment for resale. In New Ashok Nagar, this ready to move flat is available at an attractive price of INR 16.5 Lac. The flat is available in unfurnished condition. The flat is easily approachable because it is near to rajdhani medical center, main metro and meerut rail road, mayur vihar,.",16.5 Lac ,4074.0,new-delhi,,Ready to Move,3 out of 4,Resale,Unfurnished,North - East,,,1,1,,Freehold,45 sqyrd,,
143682,3 BHK Ready to Occupy Flat for sale in Paramount Emotions Noida Extension,"This exquisite 3 BHK Flat is offered for sale in Noida Extension, Noida. Ideally situated in the Paramount Emotions township it enjoys a prime location. This flat for resale is just the type of property you have been searching for! This ready to move flat in Noida Extension comes at an affordable price of INR 65 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The property is strategically placed near prominent places as prime location in noida which make for the smooth living of residents.",65 Lac ,5603.0,noida,1050 sqft,Ready to Move,4 out of 17,Resale,Semi-Furnished,North - East,Garden/Park,,2,3,1 Covered,Leasehold,,,
110498,4 BHK Ready to Occupy Flat for sale hawda Kolkata,"4 BHK, Multistorey Apartment is available for Sale in , Kolkata for 51.0 Lac(s)",51 Lac ,3835.0,kolkata,,Ready to Move,3 out of 6,Resale,Furnished,,,,2,,,,1330 sqft,,
58420,4 BHK Ready to Occupy Flat for sale in Emaar Emerald Floors Select Sector 65,"Have a look at this immaculate 4 BHK flat for sale in Sector 65, Gurgaon. Enjoying a prime location, this property is housed in the Emaar Emerald Floors Select society. This flat for resale is just the type of property you have been searching for! This ready to move flat in Sector 65 comes at an affordable price of INR 2.85 Cr. You will find it semi-furnished. near golf estate are a few nearby landmarks.",2.85 Cr ,14250.0,gurgaon,1700 sqft,Ready to Move,2 out of 2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Emaar Emerald Floors Select,4,4,1 Open,Freehold,,,
12353,3 BHK Ready to Occupy Flat for sale Jodhpur Gam Road,"This exquisite 3 BHK Flat is offered for sale in Jodhpur Gam Road, Ahmedabad. Your search ends here, because this flat for resale is among the best bargains in town. This apartment in one of the significant areas of Jodhpur Gam Road is ready to move, and can be purchased at the best price of INR 1.35 Cr. Available in semi-furnished state, this flat is a great buy. Some of the landmarks in the vicinity include prernatirth derasar.",1.35 Cr ,6522.0,ahmedabad,175 sqyrd,Ready to Move,4 out of 5,Resale,Semi-Furnished,West,"Garden/Park, Pool, Main Road",,3,1,1 Covered,Leasehold,,,
39946,2 BHK Ready to Occupy Flat for sale Ayappakkam,"This exquisite 2 BHK Flat is offered for sale in Ayappakkam, Chennai. This is one of the best properties available for sale. This apartment in one of the significant areas of Ayappakkam is ready to move, and can be purchased at the best price of INR 55 Lac. The year and month of possession of this flat is Jul '23. This contemporary apartment is unfurnished. many reputed schools and ayapakkam bus stop. are a few nearby landmarks.",55 Lac ,5870.0,chennai,,Ready to Move,2 out of 3,New Property,Unfurnished,North,,,2,2,1 Covered,Freehold,937 sqft,,
71825,2 BHK Ready to Occupy Flat for sale Himyath Nagar Hyderabad,Discover this immaculate 2 BHK flat for sale at the pristine Himyath Nagar in Hyderabad. Your hunt for the perfect apartment for sale comes to an end here. The ready to move flat in Himyath Nagar is all ready for sale at a low-priced budget of INR 40 Lac. It is semi-furnished to accommodate your needs.,40 Lac ,,hyderabad,850 sqft,Ready to Move,2 out of 3,Other,Semi-Furnished,,,,2,,,,,,
110235,2 BHK Ready to Occupy Flat for sale in Tirupati Enclave Samarpally,Semifurnished flat with well connection with Salt Lake and Airport.,22 Lac ,3793.0,kolkata,500 sqft,Ready to Move,Ground out of 5,Resale,Semi-Furnished,,,Tirupati Enclave,1,1,,,,,
73990,2 BHK Ready to Occupy Flat for sale in VSS Nandadeep Bowenpally,"One can find this stunning 2 BHK flat for sale in Bowenpally, Hyderabad. Situated in the Vss Nandadeep township, it has a prime location. This flat for resale is a choice property. In Bowenpally, this ready to move flat is available at an attractive price of INR 60 Lac. Available in semi-furnished state, this flat is a great buy. Some nearby landmarks are adjacent to suraksha hospital ; near rto kompally ; opp to d mart komp.",60 Lac ,4800.0,hyderabad,,Ready to Move,4 out of 9,Resale,Semi-Furnished,West,Main Road,,2,,1 Covered,Freehold,1250 sqft,,
111700,2 BHK Ready to Occupy Flat for sale Nayabad,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,42 Lac ,4521.0,kolkata,745 sqft,Ready to Move,1 out of 3,Resale,Furnished,North - East,Main Road,,2,1,1 Covered,Freehold,,,
30043,2 BHK Ready to Occupy Flat for sale Kengeri Satellite Town,"This exquisite 2 BHK Flat is offered for sale in Kengeri Satellite Town, Bangalore. This is a desirable apartment for resale. This apartment in one of the significant areas of Kengeri Satellite Town is ready to move, and can be purchased at the best price of INR 35 Lac. It is a semi-furnished apartment.",35 Lac ,3846.0,bangalore,,Ready to Move,3 out of 4,Resale,Semi-Furnished,,,,2,,,,910 sqft,,
50107,"4 BHK Ready to Occupy Flat for sale in DLF Belvedere Park Ambience Island, Sector 24, Delhi Gurgaon Expressway","Carefully laid out in the prime location of Ambience Island in Gurgaon, this spacious 4 BHK flat on sale is a meticulously planned project. This flat is situated in the Dlf Belvedere Park township and is equipped with premium facilities. Your hunt for the perfect apartment for resale comes to an end here. This apartment in one of the significant areas of Ambience Island is ready to move, and can be purchased at the best price of INR 2.30 Cr. The flat is semi-furnished and is suitable for any family size.",2.30 Cr ,13143.0,gurgaon,1520 sqft,Ready to Move,7 out of 19,Resale,Semi-Furnished,North,"Garden/Park, Pool, Main Road",DLF Belvedere Park,4,2,1 Covered,Freehold,,,
158495,3 BHK Ready to Occupy Flat for sale in Cosmos Golden Heights Crossings Republik,"Crossings Republik, Ghaziabad has an appealing 3 BHK flat for sale with various amenities. It enjoys an excellent location within the Cosmos Golden Heights. Your hunt for the perfect apartment for resale comes to an end here. You can buy this ready to move flat in Crossings Republik at a reasonable price of INR 59 Lac. The spacious apartment is semi-furnished. Significant landmarks in its proximity are adjacent to galleria markets, banks, market,cng station is at walking distance..",59 Lac ,3471.0,ghaziabad,,Ready to Move,11 out of 14,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Cosmos Golden Heights,2,3,,Freehold,1700 sqft,,
179962,2 BHK Ready to Occupy Flat for sale in Pb Osum Pottore,"One can find this stunning 2 BHK flat for sale in Pottore, Thrissur. Situated in the Pb Osum township, it has a prime location. This flat for resale has a desirable location. This ready to move flat in Pottore comes at an affordable price of INR 51 Lac. The flat is available in semi-furnished condition. Some of the landmarks in the vicinity include medical college.",51 Lac ,5236.0,thrissur,900 sqft,Ready to Move,1 out of 7,Resale,Semi-Furnished,West,,Pb Osum,2,2,,,,,
174171,2 BHK Ready to Occupy Flat for sale Boring Road,"This lovely 2 BHK Flat in Boring Road, Patna is up for sale. This flat for sale is the perfect property for you! Located in Boring Road, this ready to move apartment is sold at a fair selling price of INR 73 Lac. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities.",73 Lac ,6952.0,patna,850 sqft,Ready to Move,3 out of 5,New Property,Semi-Furnished,East,"Pool, Garden/Park",,2,2,,Freehold,,,
123671,4 BHK Ready to Occupy Flat for sale in Hamdam Apartment Dwarka Sector 18,"4 BHK flat available for sale in New Delhi in the prime location of Dwarka Sector 18. Enjoying a prime location, this property is housed in the Hamdam Apartment society. This flat all equipped with required facilities, is up for resale. In Dwarka Sector 18, this ready to move flat is available at an attractive price of INR 2.68 Cr. This premium semi-furnished flat spells quality and comfort at a competitive price. Prominent landmarks in and around this locality are venkateshwar hospital.",2.68 Cr ,12182.0,new-delhi,1950 sqft,Ready to Move,8 out of 10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Hamdam Apartment,3,4,"1 Covered,",Freehold,,,
185469,3 BHK Ready to Occupy Flat for sale Maddilapalem,"Up for immediate sale is a 3 BHK apartment in Maddilapalem, Visakhapatnam. Don't miss this bargain flat for sale. This flat all equipped with required facilities, is up for resale. This ready to move flat is offered at an economical price of INR 1.35 Cr. This furnished flat is strategically designed with all the amenities to enhance the living experience.",1.35 Cr ,8710.0,visakhapatnam,1550 sqft,Ready to Move,1 out of 5,Resale,Furnished,South,"Garden/Park, Main Road",,3,2,,Freehold,,,
91343,"2 BHK Ready to Occupy Flat for sale Baishnabghata, Garia",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,45 Lac ,5000.0,kolkata,750 sqft,Ready to Move,2 out of 3,Resale,Semi-Furnished,,,,2,1,,,,,
50825,3 BHK Ready to Occupy Flat for sale in Emaar The Palm Drive Badshahpur,"Have a look at this immaculate 3 BHK flat for sale in Badshahpur, Gurgaon. Well-tucked in the Emaar The Palm Drive township, the property is easily accessible. This is one of the best properties available for resale. This ready to move flat located in Badshahpur is available for purchase at a fair price of INR 4.65 Cr. It is a semi-furnished apartment. Significant landmarks in its proximity are the property is nearby a hospital school and entertainment zone..",4.65 Cr ,14437.0,gurgaon,2650 sqft,Ready to Move,9 out of 17,Resale,Semi-Furnished,North,"Garden/Park, Pool, Main Road",Emaar The Palm Drive,4,4,2 Covered,Freehold,,,
121018,2 BHK Ready to Occupy Flat for sale Pahar Ganj,"This gorgeous 2 BHK Flat is available for sale in Pahar Ganj, New Delhi. This flat for resale has a desirable location. This ready to move property in Pahar Ganj is readily available within an affordable cost of INR 51 Lac. The flat is sold in unfurnished condition.",51 Lac ,6667.0,new-delhi,675 sqft,Ready to Move,Ground out of 4,Resale,Unfurnished,East,,,2,,10 Open,Freehold,,,
124604,"3 BHK Ready to Occupy Flat for sale Devli, Sangam Vihar",This ready to move-in 3 BHK flat is available for sale at the premium Devli in New Delhi. Your hunt for the perfect apartment for resale comes to an end here. This apartment ready to move in the Devli is available for an attractive price of INR 60 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some of the landmarks in the vicinity include near rising star public school.,60 Lac ,5000.0,new-delhi,900 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,North - West,Garden/Park,,2,2,1 Covered,Freehold,,,
88499,3 BHK Ready to Occupy Flat for sale Ajmer Road,"Discover this immaculate 3 BHK flat for sale at the pristine Ajmer Road in Jaipur. This flat for resale is a choice property. Located in Ajmer Road, this ready to move apartment is sold at a fair selling price of INR 56 Lac. It is a semi-furnished apartment. Some nearby landmarks are nearby elements mall, 250 meters from main ajmer road.",56 Lac ,,jaipur,1093 sqft,Ready to Move,1 out of 3,Resale,Semi-Furnished,,,,3,2,1 Covered,,,,
15202,3 BHK Ready to Occupy Flat for sale in Raj Harsh Appartment Maninagar,"One can find this stunning 3 BHK flat for sale in Maninagar, Ahmedabad. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Raj Harsh Appartment. This flat for resale has a desirable location. This ready to move flat in Maninagar comes at an affordable price of INR 95 Lac. The flat is available in unfurnished condition. Landmarks near the apartment include near sidhi vinayak hospital and near jaldhara water world.",95 Lac ,5864.0,ahmedabad,180 sqyrd,Ready to Move,4 out of 7,Resale,Unfurnished,,"Garden/Park, Main Road",Raj Harsh Appartment,3,3,1 Covered,Freehold,,,
75782,"2 BHK Ready to Occupy Flat for sale BK Guda, Sanjeeva Reddy Nagar, NH 9","This lovely 2 BHK Flat in BK Guda, Hyderabad is up for sale. This apartment is a property of choice for resale. This ready to move flat in BK Guda comes at an affordable price of INR 55 Lac. The flat is unfurnished and is suitable for any family size.",55 Lac ,,hyderabad,950 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,,,,2,,,,,,
138356,4 BHK Ready to Occupy Flat for sale Janakpuri Block C1,"This gorgeous 4 BHK Flat is available for sale in Janakpuri Block C1, New Delhi. This flat is an attractive property for sale. This ready to move flat in Janakpuri Block C1 comes at an affordable price of INR 4.35 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. Some neighbouring landmarks are its prime location park facing newly build floor in jankapuri c block.",4.35 Cr ,21481.0,new-delhi,2027 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,East,Garden/Park,,4,2,"2 Covered,",Freehold,,,
88943,3 BHK Ready to Occupy Flat for sale Jagatpura,"Carefully laid out in the prime location of Jagatpura in Jaipur, this spacious 3 BHK flat on sale is a meticulously planned project. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! The ready to move flat in the prime area of Jagatpura is available at a reasonable price of INR 51 Lac. This premium furnished flat spells quality and comfort at a competitive price.",51 Lac ,3527.0,jaipur,,Ready to Move,1 out of 3,Resale,Furnished,,,,3,3,,,1446 sqft,,
88862,3 BHK Ready to Occupy Flat for sale Mansarovar,"This gorgeous 3 BHK Flat is available for sale in Mansarovar, Jaipur. This is a desirable apartment for sale. This apartment in one of the significant areas of Mansarovar is ready to move, and can be purchased at the best price of INR 52.3 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",52.3 Lac ,3799.0,jaipur,,Ready to Move,5 out of 6,New Property,Semi-Furnished,North - East,"Garden/Park, Main Road",,2,2,1 Covered,Freehold,1376 sqft,,
14834,1 BHK Ready to Occupy Flat for sale Old Wadaj,"Up for immediate sale is a 1 BHK apartment in Old Wadaj, Ahmedabad. Don't miss this bargain flat for sale. This flat is an attractive property for resale. This ready to move flat in Old Wadaj comes at an affordable price of INR 30 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.",30 Lac ,5574.0,ahmedabad,,Ready to Move,1 out of 4,Resale,Semi-Furnished,,,,1,,,,50 sqm,,
22675,2 BHK Ready to Occupy Flat for sale in Divyasree Elan Sarjapur Road,"Sarjapur Road, Bangalore has an attractive 2 BHK Flat for sale. The property is ideally located in a strategic location in Divyasree Elan township. This flat for resale is just the type of property you have been searching for! This ready to move flat in Sarjapur Road can be taken at a very economical pricing of INR 96 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",96 Lac ,7207.0,bangalore,,Ready to Move,5 out of 10,Resale,Semi-Furnished,,,,2,,,,1332 sqft,,
63065,"2 BHK Ready to Occupy Flat for sale in Ashok Vihar 2 Ashok Vihar Phase 2, Delhi Gurgaon Expressway","Creatively planned and constructed is a 2 BHK flat for sale in Ashok Vihar Phase 2, Gurgaon. Located in the Ashok Vihar 2 township, the flat enjoys access to the prime spots in the city. This flat all equipped with required facilities, is up for resale. This apartment in one of the significant areas of Ashok Vihar Phase 2 is ready to move, and can be purchased at the best price of INR 35 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",35 Lac ,5833.0,gurgaon,,Ready to Move,1 out of 4,Resale,Unfurnished,,,Ashok Vihar 2,2,,,Freehold,600 sqft,,
710,2 BHK Ready to Occupy Flat for sale in Geeta Society Charai,"This beautiful 2 BHK Flat is available for sale in Charai, Thane. This flat is placed in a marvellous location within the Geeta Society complex. This flat all equipped with required facilities, is up for resale. In Charai, this ready to move flat is available at an attractive price of INR 1.11 Cr. The flat is furnished and is suitable for any family size.",1.11 Cr ,12171.0,thane,761 sqft,Ready to Move,2 out of 2,Resale,Furnished,,,Geeta Society,1,,,,,,
1787,3 BHK Ready to Occupy Flat for sale in Ashwin Apartments Prem Nagar Goregaon West,"This gorgeous 3 BHK Flat is available for sale in Prem Nagar, Mumbai. Well-tucked in the Ashwin Apartments township, the property is easily accessible. This apartment is a property of choice for resale. You can buy this ready to move flat in Prem Nagar at a reasonable price of INR 2.65 Cr. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. prem nagar borivali west. are some of the key nearby landmarks.",2.65 Cr ,23746.0,mumbai,845 sqft,Ready to Move,8 out of 10,Resale,Unfurnished,East,Main Road,Ashwin Apartments,3,,1 Covered,Co-operative Society,,,
5476,2 BHK Ready to Occupy Flat for sale in Orchid Whitefield Corporate Road,"Corporate Road, Ahmedabad has an attractive 2 BHK Flat for sale. It enjoys an excellent location within the Orchid Whitefield. This flat for resale is the perfect property for you! This ready to move flat in Corporate Road comes at an affordable price of INR 60 Lac. This flat is an ideal choice because it is an furnished apartment with all basic amenities. Some nearby landmarks are prahlad nagar sg highway.",60 Lac ,5556.0,ahmedabad,800 sqft,Ready to Move,4 out of 13,Resale,Furnished,East,Garden/Park,Orchid Whitefield,2,1,1 Covered,Freehold,,,
165558,4 BHK Ready to Occupy Flat for sale in Ambika Greens Six Mile,"This beautiful 4 BHK Flat is available for sale in Six Mile, Guwahati. It is housed in the well-planned Ambika Greens township in an advantageous location. This apartment for resale is a great choice. Located in Six Mile, this ready to move apartment is sold at a fair selling price of INR 1.23 Cr. The apartment is unfurnished.",1.23 Cr ,5125.0,guwahati,,Ready to Move,4 out of 5,Resale,Unfurnished,North - East,Main Road,Ambika Greens,3,3,1 Covered,Freehold,2400 sqft,,
186504,3 BHK Ready to Occupy Flat for sale Patiala Road,"Patiala Road, Zirakpur has an appealing 3 BHK flat for sale with various amenities. This flat is available as a sale property. This ready to move flat in Patiala Road can be availed at a reasonable price of INR 78.5 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience. Significant landmarks in its proximity are located in well developed swastik vihar.",78.5 Lac ,5192.0,zirakpur,1050 sqft,Ready to Move,2 out of 3,New Property,Semi-Furnished,East,Garden/Park,,3,2,2 Covered,Freehold,,,
169443,3 BHK Ready to Occupy Flat for sale in Kent Palm Grove Kaloor,"Carefully laid out in the prime location of Kaloor in Kochi, this spacious 3 BHK flat on sale is a meticulously planned project. Well-tucked in the Kent Palm Grove township, the property is easily accessible. This flat for resale is the perfect property for you! This ready to move flat located in Kaloor is available for purchase at a fair price of INR 1.65 Cr. Available in unfurnished state, this flat is a great buy.",1.65 Cr ,8483.0,kochi,,Ready to Move,15 out of 16,Resale,Unfurnished,East,,Kent Palm Grove,3,2,,Freehold,1945 sqft,,
152326,2 BHK Ready to Occupy Flat for sale in Casablanca Nehru Nagar,"One can find this stunning 2 BHK flat for sale in Nehru Nagar, Coimbatore. It is in a prime location within the Casablanca. This flat is available as a resale property. In Nehru Nagar, this ready to move flat is available at an attractive price of INR 71 Lac. It is a semi-furnished apartment.",71 Lac ,4388.0,coimbatore,1583 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,,,Casablanca,2,3,,,,,
43305,5 BHK Ready to Occupy Flat for sale Thoraipakkam,"Creatively planned and constructed is a 5 BHK flat for sale in Thoraipakkam, Chennai. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat located in Thoraipakkam is available for purchase at a fair price of INR 5 Cr. It is a semi-furnished apartment. The flat is easily approachable because it is near to near reputed schools and colleges.",5 Cr ,12594.0,chennai,2800 sqft,Ready to Move,14 out of 19,Resale,Semi-Furnished,East,Main Road,,5,2,2 Covered,Freehold,,,
115469,"3 BHK Ready to Occupy Flat for sale Naveen Shahdara, Shahdara","Naveen Shahdara, New Delhi has an attractive 3 BHK Flat for sale. This flat for sale is a choice property. The ready to move flat in the prime area of Naveen Shahdara is available at a reasonable price of INR 80 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",80 Lac ,8889.0,new-delhi,,Ready to Move,Ground out of 5,New Property,Semi-Furnished,East,,,2,,,Freehold,100 sqyrd,,
181550,2 BHK Ready to Occupy Flat for sale Vasna Road,"This attractive 2 BHK apartment can be found for sale in Vasna Road, Vadodara. This apartment is a property of choice for sale. This ready to move flat in Vasna Road can be taken at a very economical pricing of INR 27.9 Lac. The spacious apartment is unfurnished. The flat is easily approachable because it is near to the property is very close to bright school, the navrachna university..",27.9 Lac ,3986.0,vadodara,,Ready to Move,4 out of 4,New Property,Unfurnished,East,Garden/Park,,2,1,1 Covered,Freehold,700 sqft,,
43040,2 BHK Ready to Occupy Flat for sale Perambur,"Discover this immaculate 2 BHK flat for sale at the pristine Perambur in Chennai. Invest your valuable money in this flat that is for resale. In Perambur, this ready to move flat is available at an attractive price of INR 43 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. The flat is easily approachable because it is near to behind s2 cinemas and venus market. next road to carriage railway stn..",43 Lac ,6825.0,chennai,580 sqft,Ready to Move,Ground out of 1,Resale,Semi-Furnished,West,,,2,,,Freehold,,,
52289,3 BHK Ready to Occupy Flat for sale in SS The Leaf Sector 85,"Up for immediate sale is a 3 BHK apartment in Sector 85, Gurgaon. Don't miss this bargain flat for sale. Ideally situated in the Ss The Leaf township it enjoys a prime location. This flat for resale is a choice property. You can buy this ready to move flat in Sector 85 at a reasonable price of INR 1.85 Cr. The flat is available in semi-furnished condition. The prime landmarks near this property are near dwarka expressway.",1.85 Cr ,7683.0,gurgaon,,Ready to Move,5 out of 16,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",SS The Leaf,3,3,2 Covered,Freehold,2408 sqft,,
78398,2 BHK Ready to Occupy Flat for sale Seethaphalmandi,"Creatively planned and constructed is a 2 BHK flat for sale in Sitaphalmandi, Hyderabad. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat is offered at an economical price of INR 38 Lac. The apartment is semi-furnished.",Call for Price,,hyderabad,,Ready to Move,2 out of 5,Resale,Semi-Furnished,,,,3,,,,900 sqft,,
84369,2 BHK Ready to Occupy Flat for sale in Shivaay Gulmohar Park Jagatpura,"This magnificent 2 BHK Flat is available for sale in Jagatpura, Jaipur. Ideally situated in the Shivaay Gulmohar Park township it enjoys a prime location. This is one of the best properties available for resale. You can buy this ready to move flat in Jagatpura at a reasonable price of INR 20 Lac. Its possession date is Apr '23. The flat is available in unfurnished condition.",20 Lac ,2667.0,jaipur,569 sqft,Ready to Move,9 out of 9,Resale,Unfurnished,,,Shivaay Gulmohar Park,2,1,,,,,
173383,1 BHK Ready to Occupy Flat for sale Boisar,"Carefully laid out in the prime location of Boisar in Palghar, this spacious 1 BHK flat on sale is a meticulously planned project. This apartment for resale is a great choice. This ready to move flat in Boisar is available for a reasonable price of INR 14 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. Significant landmarks in its proximity are themeh eingneering college d mart.",14 Lac ,3011.0,palghar,,Ready to Move,Ground out of 2,Resale,Unfurnished,,,,1,,1 Open,,465 sqft,,
54672,3 BHK Ready to Occupy Flat for sale in Hightown Residences Sushant Lok 1 Block A,"Up for immediate sale is a 3 BHK apartment in Sushant Lok 1 Block A, Gurgaon. Don't miss this bargain flat for sale. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Hightown Residences. This flat all equipped with required facilities, is up for sale. This ready to move flat located in Sushant Lok 1 Block A is available for purchase at a fair price of INR 4.30 Cr. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some neighbouring landmarks are sector 27 galleria market mg road and huda metro golf course road ggn.",4.30 Cr ,20000.0,gurgaon,1701 sqft,Ready to Move,17 out of 27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",Hightown Residences,4,3,"2 Covered,",Freehold,,,
129083,2 BHK Ready to Occupy Flat for sale in DDA Flat Janakpuri,Discover this immaculate 2 BHK flat for sale at the pristine Janakpuri in New Delhi. It enjoys an excellent location within the Dda Flat. This flat for resale is the perfect property for you! This ready to move flat located in Janakpuri is available for purchase at a fair price of INR 1.60 Cr. The flat is sold in unfurnished condition.,1.60 Cr ,13333.0,new-delhi,1000 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,North - West,"Garden/Park, Main Road",DDA Flat,2,2,,Freehold,,,
25898,3 BHK Ready to Occupy Flat for sale in Shriram Greenfield Budigere,"This magnificent 3 BHK Flat is available for sale in Budigere, Bangalore. It is housed in the well-planned Shriram Greenfield township in an advantageous location. This flat is available as a resale property. This ready to move property in Budigere is readily available within an affordable cost of INR 85 Lac. Its date of possession is Jun '23. This contemporary apartment is unfurnished. Prominent landmarks in and around this locality are located right next to the main road, near metro, schools and tech park.",85 Lac ,7296.0,bangalore,900 sqft,Ready to Move,10 out of 14,Resale,Unfurnished,East,"Garden/Park, Main Road",,2,2,1 Covered,Freehold,,,
